"flags","cltxt01"
0,"what makes me happy is to just have a normal life but at the same time normal is boring but what makes me happy is when I get good grades for the first time since am tryna study hard "
0," I'm talking to this boy and I have completely fallen for him and my best friend don't like him and has fallen out with him he's being of with me and ignoring me hug to keep talking d\u000f not to bother"
0,"I'm really depressed and my family isn't helping by calling me a whore. Rumors got around and to my family. And I really hurt. It fucking sucks. Sorry for my language."
3,"Instagram - omfgmace"
0,"It's so hard getting out of bed with such a lack of motivation for the day ahead of you!"
0,"Starting to get help for my anxiety and hopefully after a long 18 years I can be a normal teenage soon"
0,"Fancying the hole off of a lad you know would never like you is so annoying "
0,"I remember the times I could worry about nothing and have no one to impress and have no responsibilities. Why can't I get that back?"
0,"1 boy = 1000 feelings 😍"
0,"I hate people."
0,"even if its a girl too cuddle and we become best friends just someone pleaseeee haha. idc about your size either cause in big too: need cuddles"
0,"A body covered in scars that NO ONE has ever seen before and now it's summer. Shit. "
0,"me and my girlfriend are arguing and it's horrible feel so fucking shit atm man ugh fgs😢‼️💔😓😥😪"
0,"People always leave "
0,"It's a horrible feeling knowing that the person you're starting to have feelings for is in love with someone else. Just tell me the truth jack :("
0,"I'm just a teenager with a bad attitude and a good taste in music."
0,"Happy New Year everyone. Hopefully I'll be able to stop the nightmares of what he did and get over the self harm and depression. Stay strong you warriors =�"
0,"Feeling so down that i can't even share my secrets on here "
0,"Going to my mums funeral today 😞😞"
0,"Why am I just an option? Why is my pain never noticed? Why don't they care, like I care for them?"
0,"Just wanting to curl up and die =L<�"
0,"I have an appointment with a different physiatrist (not my usual one) and I'm scared the she might tell my mum that I've harmed myself. I really don't want her to know though 😓"
0,"Sigh... This one's hard to write... I don't like pizza. I'm sorry, I just don't. "
0,"Love is a strong word until the actions prove it, then its just fate and time until the smile is back on your face, never give up on it until the day you die ❤️❤️❤️"
0,"1.8K Hugs💎✨"
0,"I have this friend who I've liked for a while who is the sweetest funniest girl but who can be a cunt to me the next min and ditches me for guys who are just gonna fuck her over like the rest of them "
0,"I'm a mess... And not a hot mess, just a mess. =\u0002=-"
0,"I eat far too much peanut butter, think I'm addicted, help! =H"
0,"My mum is making me feel so low in life, my GCSE results are not fab but not shit. But she is making me feel like hell. I can't please anyone 😭"
0,"There is love everywhere but most are too afraid to look weak when there with him/her . And most times it tears apart what could have been the most beautiful thing ever "
0,"Fri-end, boyfri-end, girlfri-end, best fri-end they all end ... But family , family is different it doesn't end even when there gone it doesn't end =�"
0,"I want to come out to my family but I'm so terrified "
0,"Fed up of being treated like I don't matter!!!"
0,"People treat me like I'm disposable, like I'll just come bouncing back, no it doesn't work like that, you left a hole in my heart, one that can never be filled."
0,"Idk why but my scars are fading but I want them back =\u0014=*"
0,"I gave my brother a little nudge and he smacked me over the head really hard and he thinks I over reacted. He's such a drama queen. "
0,"Even though I know I'm going to meet someone amazing soon or whatever, I can't kick the feeling of loneliness as my friends get into serious relationships and leave me behind..."
0,"I wish people would accept me=\u0005"
0,"I just wanna be with you 😅😔"
0,"Love the people god gave you because one day he is going to need them back💔😢 "
3,"To the person you came out- well done for coming out, you're so brave, your sister will soon realise it's who you are and nothing will change that, she'll come round soon don't worry-=�"
0,"It's started to feel like now my life is picking up a bit everybody is trying to pull me back down."
0,"I'm so done😭😭😭😭😭😭😭😭😭😭😭"
0,"waiting for an email...so scared, hope I get the job🙈🙉🙊"
0,"These feelings of sadness need to leave. Seriously had enough!"
0,"being deeply in love with someone and finding that they seem to not care is probably the most heart breaking thing ever. "
0,"school is making me more ill"
0,"I love him like I've never loved anyone else before. So glad I have you back in my life 💝💝💖💖"
0,"It sucks going through depression but it's 1000x better knowing someone is going through it with you too :)"
0,"Ive been feeling so depressed lately and I don't even know why😪"
0,"I have a love hate relationship with food, I love the taste but hate the fat =\u0014 #love #food"
0,"Oh shit just booked counselling     "
0,"I cry myself to sleep every night "
0,"No make up for school✔️ confidence✔️ self esteem ✔️"
0,"My crush said I'm his girl best friend which made me feel so good   But I just want him to love me more =;=;"
0,"I feel like peas are my only friends =\u0016"
0,"Say to my face not behind my back"
0,"Feeling Lonely"
0,"When you try to act normal:   ""Hi how are ya"" ~ Spongebob Squarepants😜"
0,"Bitch I was there for you when nobody was and now you go and do that to me? I don't fucking think so 😡🔪"
0,"Feeling Grateful"
0,"my mum is back on medication and im starting to become scared of her when she yells"
1,"I'm so fat"
0,"I wanna lose my virginity badly "
0,"Smile... It suits you! 😉😘"
0,"I think I'm"
0,"Update- I am bisexual "
0,"I'm in love"
0,"can't stop thinking about that time..it was great but now I'm sort of torn between two guys..and they both tease me about suiting the other one..so confused "
0,"Wanting a boy "
0,"I'm in love with my friend's boyfriend =)"
0,"My anxiety us starting and I'm trying to get over it but it's not working, plus feeling like like from last night still.... bad mood is making me feel worse"
0,"yes open relationships work I guess it shows that you have trust in one another to know that you won't do what the other person says but I don't like the thought of being with one girl and dating anuv"
0,"My little brother stuffers with a mental illness and sometimes I really don't want to be bear him because of how he treats me "
0,"Love this app! Talked to the creator ! So kind"
0,"Don't forget to smile today =\u0003"
0,"I'm Self destructive even when things are going well "
0,"I've had more driving lessons now... Won't be long till I can drive away from here...=\n=�"
0,"You only change for people you love. So if you want to change, learn to love yourself."
0,"I hate the fact that I get attached so easily.."
0,"this app is amazing I just feel like I'm helping other people and getting help for myself! I love knowing I'm not the only one struggling in this cruel world!! 💕"
0,"I really don't know if I should just give up... Day after day all it is, is a game and arguments against arguments."
10,"1 ιn 4 people ѕυғғer ғroм depreѕѕιon. wнy мe?!"
0,"I'm going to go and eat and you know what ? I'm going to pig out BC I deserve to enjoy myself !!"
0,"I have an eating disorder I felt good about myself for a while I was eating good and thought I finally recovered but of course I was wrong, I cut myself and purged and hate the way I look again 😭"
0,"It's so hard to find a debs dress that will fit me and I won't look like a whale in=+ I'm a size 12 but everything I look at makes me look bigger I don't know what to do"
0,"The worst feeling in the world is knowing that your best isn't good enough "
0,"It's so hard to find new friends 😪"
0,"I'm always the fat ugly friend."
0,"So many regrets "
10,"I'm worried... He went to cut his throat yesterday and now he just said bye won't read my messages or pick up... God damn best friends making me scared =7"
0,"my rooms a mess my lifes a mess i feel gross and i wanna end my life but :)) it's cool."
0,"Why can't I stop eating....."
0,"I need help"
0,"I fell in love with my best friend and it kills me to see her heart get broken by other people, but i dont want to loose her as a friend "
0,"What people think: I'm happy,I don't cut because my wrists are clean,I don't cry,I am strong, I am ""myself"".What I actually am: constantly sad,I cut my thighs.. I cry,I'm weak,what's showing is fake."
0,"Im done.. Im worthless any way"
0,"I miss living by the seaside it feels like home and I wanna go back sooo much"
10,"I wanna make friends here=1=1 anyone here from kilkenny???=\u001d=\u001c"
0,"The first time i've ever felt so happy within myself!! Think positive&tell yourself ""you can do it!"" Use your mental strength🏋🏻💜"
0,"I am an open book! I got no secrets! Life's cool for me...."
0,"Looking at death note memes lmao"
0,"a boy in school said to me that I have Down syndrome and that I'll never be the smartest in class and it actually ruined my day =\u0014"
0,"My boyfriend just asked me to marry him 😂😂yet we only 14 but did it as s joke 😍✌️👌🤘"
0,"When you miss someone so much you feel it eating you from the inside and you know they don't feel the same =\u0016"
0,"Someone give me a reason to be alive? Cause I honestly can't think of one=+"
0,"Little did he know, I depended on him. "
0,"I know I don't need a guy to be happy, but I finally found one that makes me happy and it's perfect d\u000f"
0,"Hey you, yes you, you're beautiful the scars on your arms and legs, each one is a battle scar, if you're still here you're winning. Life's a game, don't make it game over baby =\u0018"
0,"My best friend hates me, and I think I'm starting to hate me too."
0,"So I recently started dating the love of my life and despite knowing how strong my feelings are for them I can't help but feel constantly anxious around them. I'm slightly afraid of them and idk why "
0,"Favourite Eminem song?"
0,"My boyfriend is a sexy army boy =J"
0,"Waiting for the right one =\n"
0,"I'm guessing every school has 'the popular group' is it just me that realised there the only ones who ever feel sorry for themselves..?"
0,"When things are so bad that you start talking to KidsHelp."
0,"I want to feel loved, really loved. The kind of love where they call you 12 times a day, want to see you all the time and look at you like your perfect in every way 😍"
0,"You can never make it up to me . 😩h"
0,"I'm a lesbian & everyone else  knows about it without my family. I didn't told them because I know they won't accept it ever."
0,"Depressed."
0,"Me and my ex have started speaking again, and he's still the same person that I fell in love with 4 years ago"
0,"I hate being around people it makes nervous and feel sick "
0,"It's such a relief to know that you actually loves me.. He ACTUALLY truly loves me. "
0,"I'm trying to stop cutting, it's really hard, I've relapsed 3 times but I'm on my way to recovery=�"
0,"Go fuck yourself you fucking bitch asshole.  "
0,"Got something to say?\nothers: let's put it on  social media!\nme: lemme put it on silent secret."
0,"I was going to break up with him tonight, but when he burst out in tears and told me a the plans he had for us and how much he hates himself for losing the best thing in his life, my heart broke "
0,"Losing everyone recently "
0,"I was terrified but I helped a fellow energy drink consumer make the most of his money and directed him to a nearby shop that was half the price"
0,"I have liver sorosis and l want to live the time I have left without school.."
0,"I can't speak my mind in front of one person properly, yet I can talk to hundreds live on internet radio... Feel very confused =\u0014"
0,"Sadness, anger, hate, depression, sympathy, death, despair thats all i feel now and its just getting worse and worse i really need to help her but theres nothing i can do anymore "
0,"I'm 14 years old but I really want to have sex now because my dick just forces me to"
0,"If you have a mum or dad or even both, just know how lucky you are "
0,"You say ""I like you"" but you also said, ""I can't find it in me to care"" ""you're replaceable"" ""I don't care if you like me or not"" ""I don't care you're crying"". "
0,"Mate saw my arm I so desperately tried to hide in pe=# "
0,"Life is getting better because of a guy "
0,"My head is an absolute mess rn"
0,"Everyday above ground is a great day "
0,"Only found out how to change the background there =\u0002=O"
0,"So I'm awake at almost 5 am overthinking everything you said to me earlier, don't know why I do this to myself🔫"
0,"Retail therapy is my kind of therapy d\u000f"
0,"I love playing guitar"
0,"One guy acts weird around me. Does he fancy me or is he just like that anyway? It bugs me so so much! (He isn't even a weird person!))"
0,"I just smile when he checks if I'm ok"
0,"When u finally get the courage to even say a word to him but it's too late 😪"
0,"My friend won't tell me her secrets:("
0,"Sure, hurt arm and broken heart.  Just great..."
0,"I wish i was like the other girls😞"
0,"Just hold on through the bad days. The good days are coming. I promise =\n"
0,"The fact that there is a unicorn emoji now has made my entire year 🦄"
0,"Being alone is the most dangerous thing. "
0,"Kinda hope my crush is on here and recognises me just so he knows I fancy him "
0,"The messages this app sends are amazing!!!!"
0,"Never bottle anything up; don't pretend your feelings don't exist; it never works, face your feelings head on and process them so you can truly move on!xx "
0,"We are not together but it feels like we are, he does all this cute stuff that makes me so so happy. He grabs and hugs me from behind and does all the stuff people in relationships do :\u000f love him =� "
0,"I don't know what's wrong with me, I feel happy but then I'm very sad, and I don't know what to do with my life I keep thinking about that one person who made it special😭"
0,"Don't get how lads can call girls fat then not think nothing of it but girls call lads fat and they regret it =\u001e=�=+"
0,"I hate it when there's that one friend that copies everything that you do and gets credit for it, uh hello it was all me"
0,"So stupid of me to look back over our messages 1 month one since we ended "
0,"I feel like a waste of human space. Like I will never be worth anything to anyone. I really don't know what to do."
0,"I get called a stupid fag for kissing my girlfriends scars. To be honest, I see it as kissing my soldiers battle wounds away. "
0,"Sick😣"
0,"You wanted to help me to make yourself believe you're a good person but you can't cope with me and my problems. Now you're ditching me because you shouldn't have to suffer with my issues. 😕💙🌌🌟"
0,"guys I'm feeling suicidal again please help 😭😭😭"
0,"Just had an massive argument with the family !"
0,"I want to hide in a hole with Netflix food and my phone and her =*"
0,"My dark place is my happy place.."
0,"I'm honestly so scared about starting uni this year. I'm doing nursing and I'm scared about practical placements :/"
0,"One cut, One knife, One cry, One life..."
0,"I'm not alive. I'm only breathing. I hate my life"
0,"I was about to sleep, and all out of sudden this gigantic wasp crawled over my pillow. Can't sleep now hahah...What if it had children or something lol"
0,"lets give emotionally unstable teenagers 10+ exams that determin the rest of their lives. BECAUSE WE'RE FUCKING DICKHEADS"
0,"I cheated on my boyfriend and don't feel bad at all =\u0014.. #helpme #boyfriendproblems"
0,"Here's to the bitches that are always judging people, shut the fuck up and sit your arse down, we are all the same."
0,"I have no one, I swear I'm going insane"
0,"I can't wait to grow up so I can just travel the world and meet new people =\r=\r"
0,"failing is just a sign that you tried."
0,"when your ex flirts with the two of your best friends in front of you...🙀💔💔"
0,"What if I do like my ex again?:/ i think he MIGHT like me, but what if he doesn't but I like him:/"
0,"My grandad died of cancer, I think about him everyday and feel he is always with me. Some bonds are stronger than death, never forget. He was my world, now he watches over my world. "
0,"almost 18 years old and you're still acting like you're 8 "
0,"I don't know what I would do without my bestfriend! She's my rock, support, cheerleader, agony aunt, stylist, fellow singer, manager, mentor and the best most amazing person ive ever met. I love you x"
0,"feel such a bad person "
0,"It sucks because my group of friends are always arguing with each other, and being surrounded by negativity all the time doesn't help my anxiety at all=-=-"
0,"I don't know what happened to my happiness it just flew away and I don't know how to get it back :( "
0,"I sleep around but only because it's a way of coping. I'm trying to teach myself not to care so I don't get hurt but every time I fall and every time I get hurt. "
0,"Finished exams summer here I come 😌"
0,"It's all becoming to much again , my depression is getting worse , I want to try kill my self again 🔫"
0,"My 'best friend' randomly decided to blank me completely, 3 weeks later my other friends are odd at me for not hanging out with them, they're not odd with her at all??? People are fucking shit."
0,"Wanting to become a vegetarian but then remembering KFC...😳😂"
0,"My dog makes me depressed when she hides away from me when it's her bed time =-=-=-=-=-=-"
0,"Well screw you bitch"
0,"iv finished all my exams and now iv got nothing to do"
0,"life is life help each other\nmake a different it's doesn't matter\nwhat color we are it matters about\nFriendship❤❤💜💜"
0,"really can't deal with society \n"
0,"I don't know any of you but i truly love all of you! Thank you so much for all the hugs, hearts, me2s and comments, it really is appreciated, especially after a down day (or week😂) 💞"
0,"DO NOT BLAME IT ON ""BOYS"". BLAME IT ON YOUR SHITTY MISTAKE OF BEING WITH THAT ONE MALE. #peaceout"
0,"crying .... again. "
0,"Having a day when dropping a clip could make me burst into tears =+"
0,"I wanna keep talking to her but it feels like I'm annoying her and the feelings are one way =\u0010=)"
0,"I feel so paranoid right now. Over nothing."
0,"Verified!🌟"
0," i'm not good enough for my boyfriend:("
0,"If you read this and don't hug me.. Than well..you are not nice .. Just hug me!"
0,"you know your lonely when you heart your own secret because no one else does"
0,"Me and the guy I like have been getting on so well he told me he likes me back but now this girl he had a thing with is back in the picture and I don't wanna lose him it's only been a month=\u001e=\u001e=\u001e"
0,"I like someone, I thought he liked me as well but he is a really flirty person. I hate him and love him at the same time. I'm blunt with him but get butterflies when he speaks to me. What do I  do?=-"
0,"I think my friends mum is a buffting but I can't make any movements."
0,"If u made a mistake on a secret how do u edit it?"
0,"The guy I fancy just text me omg so happy right now =\r"
0,"I've lost on of my best friends "
0,"Why do i let things get to me so easily"
0,"I like him don't know if I love him =�"
0,"I wish my mum would stop talking about me to others "
0,"I love One direction... They have saved my life and helped me meet my best friend who is amazing and helped me meet a lot of friends I wish someone would understand "
0,"I'm going to start year 10 fresh as I am now nearly 7 weeks clean and am a lot happier!  "
0,"So done with my so called best friend. She found a guy online and she's obsessed and hasn't shut up since. Please stop \u000b"
0,"I lost my life on the first try,you found me miles down the line"
0,"Why is it that my best friend is super nice when we're alone but as soon as we're with other people she puts me down and 'jokes' around with me..."
0,"Thoughtful"
0,"May sound weird but face masks help with headaches and really is relaxing 😘😍😍"
0,"I think I might be pregnant=# But it's not my boyfriends =""="""
0,"I'm worried I might be pregnant but I don't know how to tell my boyfriend that =*"
0,"I feel like a live in a cardboard box with a bunch of animals, my neighbours punch walls and everyone punches back :/ "
0,"That one person at school that just has to make the day bad =+"
0,"I never realised my nice nature would attract boys but repel the only one I have my heart, eyes and soul on. But everyone prefers me to be nice.. Not a B***h.. How can I win..?"
0,"Worst feeling when the girl you love doesn't feel same about you... =*=*"
0,"Not a nerd, I'm a geek get it right you cheeky fag"
0,"500 hugs, 232 hearts, 339 me2s and even if only one made a difference, I hope that I helped 💕"
1,"Day with the boyfriend to keep my mind off things 💕💕"
0,"Sometimes feel I don't fit in"
0,"Being a virgin is something to be proud of. Not something to be looked down upon."
0,"I love this guy so much more than he realises"
0,"It's been 3 months today since I shaved off my hair for cancer research=� grown soo much #proud of myself #love to the girl who's wearing my hair =�"
0,"My CV is so bad. "
0,"You never know 100% of a person there is always something you don't know about them. Be it your sister, daughter, mum, boyfriend or best friend. There is something secret they don't tell you "
0,"""How come it always rains the hardest \u0014 \u000fon those who deserve the sun?"" \u0000\u000f"
0,"Thank God for giving me the privilege to live another day♡\n"
0,"Haven't felt like this in a long time =-"
0,"I'm running for school captain. I really need this for my confidence but I'm scared no one will vote for me..."
0,"My mum just said she is proud of me, because she knows hoe hard things are. That made me just start crying with happiness 😊 those words made me happy "
0,"I fell in love with a guy who lives literally on the other side of the world England vs New Zealand "
0,"One word explains why I have no social life: Netflix"
0,"Die antwoord are my favourite rap group by far=-"
0,"I'm struggling to cope it's official. He doesn't want me anymore and it hurts so much I don't know what to do anymore."
0,"I hate it when ur ex decides to spread bs about you... "
0,"i'm trying not to think about you like this but you're so fucking beautiful and perfect and you're my girl's best friend... i'm horrible"
0,"I want to be covered in tattoos =L"
0,"I am grateful for everything, my family gave me!"
0,"Everyone just once's that one person who will make them feel happy and feel wanted without being hurt"
0,"I used to self harm a bit and then I stopped. But all of a sudden it's started again and it's ruining me because I have scars everywhere"
0,"Oitnb- I wash my pits, tits and naughty bits omg I love black Cindy 😂😂#orangisthenewblack"
0,"I hate some adverts on the internet I don't want to stare at a girls boobs while trying to watch a film =\u0012=�"
0,"I'm now forced to believe I'm a worthless piece of crap =\u0014=+=�=�=�=*=*=�=�=�"
0,"If you're suicidal and still here, you should be really fucking proud of yourself. And I want you to know I'm proud of you...❤️"
0,"Annoys me when people are like 'how do you know you are a lesbian if you haven't had sex' pretty sure you haven't had sex or dick up your arse to know you are straight. Leave\u000b<�"
0,"Im just completely exhausted 24/7 "
0,"Wish I was a cat 😺😺"
0,"Urgh i have headlice"
0,"I only see the ones who never see me"
0,"1 year sober ☺️"
0,"I hate when friends turn their backs on real friends just so they can be popular or more famous"
0,"I'm never going to be good enough for you am I ...?"
0,"I was drunk, he was mostly sober and had a 'moment' and now he pretends like nothing happened...  He just runs away from anything that involved emotions or feelings.. I feel rejected..."
0,"Being told by a consoler I don't like that I'm not allowed to see the one I like and feel comfortable with =-"
0,"Today was my third relapse of cutting in a month. I'm so useless, I'd make everyone's lives better if I left. "
0,"I've liked this guy for ages, never thought to tell him cause I thought he'd never like me back, but I was wrong he told me his Inlove with me and he brought me a beautiful ring, I think I'm inlove d\u000f"
0,"I found out today that my mam has cancer and I could just do with a cheering up "
0,"I'm afraid that if I speak my mind, I might lose him.."
0,"I want to kill myself again"
0,"I'm so bored. I hate be being bored. I want something to do xx"
0,"Hate school and the pressures of it to do well in exams..."
0,"I wish I could concentrate on my darn English assignment"
0,"Why does everybody hate me?"
0,"What friendship?"
0,"So I told everyone Im single to keep my life private am I a bad person ? "
0,"You make me feel like shit=-=-"
0,"I've got a really big crush on my best mate. Awkward."
0,"becoming more suicidal by the minute"
0,"I wish I could control my emotions :( "
0,"The only person you should try to be better than is the person you was yesterday "
0,"I don't know how to feel happy again\n"
0,"=-get better grand\u000f"
0,"What's the point of living? "
0,"I've lost everyone because of a stupid lie that j apparently said something and no one will believe me when I say I didn't I give up!! 💀"
0,"I don't even drink , but most of my friends are 18 they always go out, but I'm second youngest so I'm always left out of a lot=\u001e then all they do is talk about it and I just kind of sit in silence... "
0,"I just need to tell you how I feel but I can't. Im still in love with you but you like him. "
0,"Being deaf does not make me dumb, just as being hearing does not make you smart 🤗"
0,"If you expect the world to be fair with you because you are with it-it won't! It's like expecting a lion not to eat you because you didn't eat it..."
0,"I feel so emotional yet i have to drag myself out of bed for school (っ╥╯﹏╰╥c) i don't want to go"
0,"I can't get rid of my feeling for this guy and I think I love him 😥 I don't think he feels the same "
0,"I think I'm incapable to love, I've emotional problems and I don't know how to cope with it =\u0013"
0,"I'm lesbian=E=E"
0,"I had sex with my girlfriend in her sleep. She woke up saying her butt hurt. Should I tell her...?"
0,"No-one dies a virigin life f***s us all"
0,"Is it bad that at 16 I haven't been in a relationship, I always get complemented on my looks but haven't been with anyone yet. Everyone around me finds it so easy to get into a relationship 😕😔"
0,"I'm the girl no one likes."
0,"If you don't like someone, just tell them. Don't ever fuck them up. Don't screw with their emotions.       DON'T play on their heartstrings. <\u0011"
0,"Sleep would have been nice instead I did drugs"
0,"Raindrops on roses like bloodstains on linens\nRazors and long sleeves, which keep my wounds hidden\nJumping off buildings like birds w/out wings\nThese are a few of my favorite things...\n💧🌷👕🔪🏢🐥"
0,"I never take people's opinions of other people because half the time it's wrong and it's just because your being a bitch"
0,"I feel like everyone has stopped caring about me; about my feelings and my emotions, and honestly I'm starting to not care as well. "
0,"My mouth is as dry as the Sahara desert!!"
0,"I just want to talk to him. I guess he doesn't want to talk to me "
0,"still tryna work our how to use flippin tumbrl looool kmt mylife="""
0,"=Khey you, yes you resting your phone on your pinky..................... you look beautiful today. just thought I should tell you =\r=L"
0,"I know height shouldn't matter but I like this guy who's about a head smaller and we are getting in about and idk what to do"
0,"I've lost the one girl in my life that means more to me than anyone and she is acting like she don't even care 😢😭"
0,"I've always told myself that things were gonna get better but I'm starting to doubt that 😢"
0,"My friends always ditch me and go out without me "
0,"I feel so dead"
0,"Never thought a girlfriend could make you feel so happy :\u000f=k"
1,"I'm planning to write postcards to all my friends and the people who have made a difference in my life, so excited!"
0,"Sometimes I like to read my old secrets to see how much I've changed since then "
10,"s"
0,"Feeling shit yet again "
0,"I wish I could meet everyone on this site! Feels like I need to know all of you on here! "
0,"Wishing you could just just click your fingers and not be anxious, depressed, or insecure anymore...."
0,"Mum and dad think I'm fucking stupid. They treat me like a piece of shit on the bottom of their shoe and I hate it=- they have no consideration for anyone but themselves!"
0,"Just been out for dinner with my dad, finally starting to feel like a little family! "
0,"Omg exam results tomorrow 😬😬😬"
0,"I find it hard to explain how I'm feeling but I don't feel comfortable with myself and I hate the way I look in everything😕"
0,"Had a headache since I woke up, owwwwch"
0,"Getting told you will wreck your life if you don't get an A* in the next exam "
0,"I have relapsed.=- I promised everyone I would never ever cut again ! "
0,"Shitty week ended with a cold -_-"
0,"I only have one friend I can honestly speak to=\u001e"
0,"She said ""Angels fly"". Then she jumped "
0,"who else thinks about suicide?"
0,"I'm tired..."
0,"We don't have to take our cloths off to have a good time.❤️"
0,"I feel like I have no friends "
0,"I don't understand this whole 'verified' thing😅"
0,"I love this app, it's the loveliest community"
0,"I remained too much inside my head, and ended up losing my mind"
0,"I love you... Your always there for me, just a phone call away, there for the good times and the bad. Thanks, Domino's"
0,"Summer goals: 1) to be happy😀 2) to face my fears😁 3) to believe in myself😍 this will be a great summer if this works as my confidence will increase so much 😃"
0,"I'm straight and always have had bf's etc but I get this pleasure from the idea of a women going down on me but feel sick at the thought of doing anything like that myself to a women? Confused"
0,"My relationship with my boyfriend is long distance and it sucks but it's worth everything ❤️"
0,"I just wish I had someone there go hug and talk to "
0,"Likeing someone you cant be with is the most depressing feeling ever =\u0014"
0,"In three days I will meet him at the airport. I can't wait to run at him and smother his face with kisses. He'll be in my arms finally // 🙈❤️"
0,"I don't know if I should tell my parents I am gay ?\nI am there only girl and it would upset them."
10,"When you have those deep chats with your best friends mum because she feels like your 2nd mum and she gives out the best advice =\u0005=\u0007=\u0018 Ma wee Nik =\u0002"
0,"My best friends mean the world to me 🌎💟"
0,"I have mastered the art of procrastination. I need to finish my sewing, do a maths assignment and start a biology project... by tomorrow."
0,"It's almost been a year since I cut, I couldn't have done it without my boyfriend. "
0,"I think my boyfriends sister saw my cuts😔"
0,"My boyfriend is actully the best ❤️💙💜"
0,"Have to do high jump today 🙈 and on Friday do 300m but I never do running so I'm going loose 👀"
0,"I introduced my boyfriend to my bf and he goes and dumps me now I found out they r going out where have my real friends gone =-=�"
0,"15 hours of work has killed me 😂💤"
0,"What is my life anyways? "
0,"I didn't like the word adorable till he called me it ☺️"
0,"I think too much and say too little=6=4"
0,"There's so much pressure to have a great body and the best makeup "
0,"I love Justin bieber "
0,"""The world has bigger problems than boys who kiss boys"""
0,"I don't know what love is but you come pretty dam close to it"
0,"I think I might have anxiety, dunno"
0,"You are all inspirations 💜"
0,"17 and still a Virgin 👐👐"
0,"when you are so desperate to cut but you can't find your blade so you 'accidentally' smash a glass"
0,"the Friends final episode still makes me cry😂😂"
0,"I'm 13 and I haven't had a boyfriend or kissed anyone. I think this is a big achievement "
0,"im so sad i have no friends i sit with the teachers at lunch"
0,"I really can't talk on the phone, I get so panicky"
1,"Say something positive about yourself today. It can be anything.              My hair looks awesome today.!"
0,"My dream is to develop my mental ability to the maximum, and do great things, I was never scared of reality, I was scared of my own thoughts, now I now you can set your brain to do amazing things."
0,"So there's this guy called Tyler and he's my everything but he doesn't like me in that way =\u0014 and I've been out with him before =\u0012"
0,"after helping clean my boyfriends a mess of a room I'm soooo tired"
0,"Fuck your I'm done \u000b<�"
0,"I am a lesbian. The only person that knows are my internet friends, my friends think that I am bi and my parents don't know anything. It is so hard"
0,"I wish my crash would notice me ! 😳\n"
0,"This boy/ my ex always comes to me with his problems ever since we broke up. I introduced him to one of my friends now he goes to her. Whenever he asks me if I'm ok I don't actually think he cares=\u0014"
0,"I want my dad to win his project, my mum to get her job, my sister to socialise more and for me to get into my college next year. Maybe I'm asking for too much 😐"
0," I just want to sit next to you even if it was in silence. Being in your presence makes me happy :\u000f"
0,"Why can't I stop myself from overthinking "
0,"My thoughts have destroyed me more then blades ever could 💔"
0,"We're all in the same game just different levels, dealing with the same hell just different devils"
0,"Kill me now 😫"
0,"Eurgh everything's gone bad again. I just want to curl up and die "
0,"I have starved myself four 2 years now I'm better"
7,"A while ago my friend called Becx committed suicide."
0,"When your cuts start randomly bleeding in the shower =\u0011=)"
0,"Empty."
0,"HE SAID YES! Hehe I've spoilt his plan to ask me out 😂 Guess we know who wears the pants in this relationship. Thank you guys for giving me courage. Love you 😻"
0,"He used to like me know I seriously don't know =-=-"
0,"I'm sick of you always making me upset and cry=\u0014"
0,"Morning sickness is far from fun=7"
0,"I feel soo alone ..\n\n"
0,"Schools put so much stress on teenagers now. Coursework, homework, exam prep. And yet they still question why students have anxiety and depression "
0,"Tap the heart if u feel that this app has saved u =O"
0,"Never really know how to feel. I can be so happy and then all of a sudden I'm sad or tired and lonely. I have a great life but still not the life I want"
0,"I need him back. "
0,"I really like my best friend... I told her, she said she's flattered, so I presume she's never gonna want to date me... Another rejection I think...=\u001e=N<�"
0,"My dream is to be an actress. I'm going to work bloomin' hard for it. I will prove the people doubted me wrong!"
0,"I'd like to tell you that tomorrow will be better. But I've been through so many tomorrows and nothing has changed."
0,"What do you think!!??!"
0,"I wish I wasn't so awkward meeting new people\n"
0,"im fed up of life \nI just want to die "
0,"im sensation de faiim sensation de faim"
0,"I'm proud of what I have achieved today☺️"
0,"So nervous for Wednesday and Thursday as im actually singing out in public 😣😊👌🏽"
0,"I want to tell my friends that sometimes the sarcastic comments they say hurt but I don't want them to think I'm overreacting=\u0013=6"
0,"Every day a nose job seems to get more appealing. I hate my nose I just want something done about it "
0,"Why do I feel so down? I don't understand why. I just want to cry but I can't, why can't I just cry? 😔😔😔"
0,"Came up to me at break and hugged me for like ten minutes and said sorry, it's because I didn't see you this morning "
0,"Hope tomorrow goes to plan=\u0001"
0,"=$ YOU =$ FUCKING =$ASSWHOLE =$ YOU=$ SAY =$ YOU =$ LOVE=$ ME =$ BUTb=$ TBH =$YOUR=$ A=$ LIER =$ AND =$ GO =$AFTER =$OTHER =$ SLAGY=$GIRLS=$"
0,"He has no idea how damn attractive he is ❤"
0,"One of the hardest things to do for me was to stop caring, but as soon as you stop giving a shit about little stupid things, they won't get to you, and now I'm the happiest I've ever been!! Xx"
0,"I'm in such a happy mood, such a good day 1 year without self harming "
0,"He only used me for sex 😭💔"
0,"I get my results tomorrow and I cannot sleep over it. I know everyone is going to be let down by my grades..."
0,"It will get better"
